bb02_mri0_mask,bb02_mri3_mask,bb02_mri6_mask,bb04_mri0_mask,bb04_mri6_mask,bb05_mri0_mask,bb05_mri3_mask,bb05_mri6_mask,bb07_mri0_mask,bb07_mri3_mask,bb07_mri6_mask,bb11_mri0_mask,bb11_mri3_mask,bb11_mri6_mask,bb12_mri3_mask,bb12_mri6_mask,bb14_mri0_mask,bb14_mri3_mask,bb14_mri6_mask,bb15_mri3_mask,bb17_mri0_mask,bb19_mri6_mask,bb22_mri0_mask,bb24_mri3_mask,bb27_mri0_mask,bb28_mri3_mask,bb28_mri6_mask,bb28_mri12_mask,bb32_mri0_mask,bb32_mri6_mask,bb32_mri12_mask,bb33_mri3_mask,bb33_mri6_mask,bb35_mri6_mask,bb37_mri0_mask,bb37_mri6_mask,bb37_mri12_mask,bb40_mri3_mask,bb40_mri6_mask,bb40_mri12_mask,bb41_mri0_mask,bb42_mri3_mask,bb42_mri6_mask,bb42_mri12_mask,bb44_mri0_mask,bb46_mri0_mask,bb46_mri3_mask,bb51_mri0_mask,bb51_mri3_mask,bb52_mri6_mask,bb53_mri0_mask,bb55_mri12_mask,bb56_mri0_mask,bb56_mri6_mask,bb56_mri12_mask,bb59_mri0_mask,bb62_mri0_mask,bb62_mri6_mask,bb62_mri12_mask,bb63_mri0_mask,bb64_mri0_mask,bb64_mri6_mask,bb66_mri6_mask,bb67_mri0_mask,bb67_mri3_mask,bb69_mri0_mask,bb69_mri3_mask,bb75_mri0_mask,bb75_mri3_mask,bb77_mri0_mask,bb77_mri3_mask,bb78_mri0_mask,bb78_mri3_mask,bb79_mri0_mask,bb82_mri6_mask,bb61_mri12_mask,bb50_mri3_mask,bb47_mri6_mask,bb47_mri12_mask
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.442771941423416,0.501200097799301,0.626963007450104,0.591422998905182,0.739493978023529,0.509980362653732,0.635975980758667,0.737122285366058,0.659102284908295,0.683226013183594,0.825625467300415,0.48206587433815,0.616523945331574,0.705586993694305,0.451844435930252,0.511105400323868,0.641831457614899,0.691967260837555,0.758320355415344,0.603771042823791,0.627768361568451,0.559049677848816,0.631993770599365,0.528694134950638,0.491395938396454,0.632775890827179,0.670429730415344,0.686474752426147,0.633321046829224,0.762176239490509,0.704498970508575,0.654280149936676,0.659744310379028,0.621122145652771,0.574341082572937,0.615691995620728,0.746682286262512,0.592646765708923,0.661688482761383,0.744533109664917,0.514767265319824,0.654911005496979,0.711218023300171,0.740589725971222,0.670335555076599,0.469333386421204,0.630225074291229,0.44643714427948,0.590865981578827,0.618518877029419,0.485924404859543,0.706032168865204,0.547224223613739,0.509974372386932,0.595985448360443,0.576871240139008,0.472805804014206,0.728821361064911,0.708001267910004,0.671651208400726,0.488202232122421,0.583599138259888,0.521139258146286,0.505522274971008,0.45305700302124,0.50990879535675,0.587903499603271,0.502389299869537,0.533156871795654,0.58498660326004,0.573154813051224,0.561198329925537,0.716364061832428,0.603371620178223,0.665962290763855,0.929756450653076,0.570114099979401,0.66110634803772,0.54366597533226
0.390740607235883,0.481058694220878,0.502075253306208,0.512680710972966,0.587305584469357,0.42753140346424,0.504209705301233,0.609180946607847,0.557996743434184,0.598955309068834,0.664420810905663,0.452515721321106,0.508461771784602,0.56564415467752,0.458040153658068,0.505768556852598,0.481744679244789,0.54117286527479,0.627458269531662,0.500457029084902,0.45478524710681,0.517476294491742,0.499393263378659,0.440613005612348,0.399648804922362,0.490537955954268,0.578746280154666,0.661574105958681,0.48647991708807,0.580648261147576,0.624646380140975,0.512173987723686,0.570109070958318,0.546869161966685,0.535557695337244,0.564610571474642,0.666452104980881,0.47070270615655,0.517831035562464,0.649576657527202,0.457687506804595,0.626869904028403,0.667625910526997,0.691725202508875,0.560078537141955,0.425795464902311,0.476722884822536,0.417974507486498,0.593240422171515,0.512562062289264,0.527285968935167,0.599909601984797,0.503279866398992,0.438202606665122,0.625181894044618,0.557801697705243,0.440895077344534,0.536082364417411,0.694598848755295,0.559384378227028,0.466851595285777,0.518343120007902,0.50459860466622,0.395251957145897,0.403860488453427,0.473305940628052,0.545996943035641,0.433595377045709,0.451220225643467,0.538231630583067,0.514061090108511,0.456893321630117,0.543689779333166,0.434418894149162,0.583354505332741,0.75474433641176,0.462374906282167,0.632595474655564,0.548608870119662
0.4148456956826,0.480039105695837,0.4977059878555,0.488731061711031,0.547153463550642,0.393518819528468,0.487054986112258,0.582309853796865,0.552745487175736,0.539273626664106,0.606603781382243,0.449207167999417,0.476521576152128,0.531943688205644,0.476909134902206,0.491272255486133,0.446225741330315,0.490157239577349,0.566597831015493,0.508127203174666,0.454917793180428,0.495745883268469,0.499372028837017,0.466504889376023,0.390392029986662,0.466681653378057,0.52544023476395,0.671569697997149,0.484937714595421,0.594728712942086,0.643721720751594,0.520412276772892,0.524315553552964,0.534385924245797,0.536475003934374,0.555850192612293,0.649941865135642,0.45402902247859,0.521400241290822,0.668547784580904,0.456897667810029,0.587244552724502,0.638135096606086,0.684209014855179,0.527616823420805,0.432740206811942,0.492630329786562,0.400355717715095,0.608030192992266,0.523850492402619,0.506659344130871,0.607581264832441,0.529059101553524,0.431064262109644,0.655437950994454,0.528178144903744,0.421490061516855,0.517553626322279,0.660138817394481,0.527945448370541,0.465094126907049,0.535817824158014,0.484126890406889,0.406598521213905,0.435984648910223,0.474290730906468,0.518537554086423,0.430322041698531,0.466448515069251,0.550155013215308,0.515904192831002,0.452479430273467,0.536027384739296,0.444412381041284,0.602546687219657,0.674667489294912,0.476993011493309,0.647932520099715,0.575510095147526
0.357774623369767,0.4081454600318,0.416825908725545,0.404046238478968,0.459360219664493,0.358716447474593,0.408591953374572,0.487613172854407,0.49047903691308,0.472298618090355,0.497164572699595,0.413919145778074,0.398895843554351,0.455082570092153,0.419740175796767,0.440028384580451,0.383368370896679,0.421314308198832,0.45405159562321,0.455181453187587,0.399061976853064,0.425605826458688,0.424243787587699,0.404389385449684,0.344678644406593,0.382511050014173,0.45165295115972,0.559659056744333,0.413107611365237,0.500167584015151,0.556641877707789,0.420891412233902,0.42636516538717,0.462622739500919,0.451855360451391,0.491380178322226,0.563363645036342,0.432194835048611,0.454367181002083,0.561711852833376,0.39735241663658,0.500535758875184,0.541242191347025,0.571211228936406,0.448887513855756,0.389287360643936,0.436232378927328,0.361755720639633,0.529410067251173,0.473035278966871,0.42141453694489,0.560481592760248,0.473348035650738,0.374497815714044,0.562595767489934,0.447862507933277,0.365629541671882,0.432868696875491,0.571090075929286,0.429889739569971,0.407831444578656,0.450155726933883,0.403666556891748,0.362195079609499,0.39219104031385,0.409278556451959,0.4296665979644,0.384687458054494,0.399289870666245,0.47575278605445,0.435491790205745,0.380094136221934,0.441116183491076,0.383033503920345,0.51489307112613,0.570401822106313,0.431316866713055,0.550661697226056,0.504078800395384
0.24303605596898,0.286652510449038,0.30847035424184,0.31536899784864,0.346223633168107,0.268968523558924,0.286859560821016,0.337503105907117,0.328346575720836,0.323161591917781,0.341629695084135,0.295165554951813,0.288350337642734,0.29900661969589,0.313709416631925,0.318061901351153,0.292668799222526,0.289890923742521,0.308415760428218,0.365425946348805,0.303526870274948,0.328425217483003,0.307102892358424,0.289638052552433,0.242458658703303,0.256928761126631,0.314030905901375,0.366452754554102,0.309375041622227,0.389874381534124,0.397397683838666,0.306587067701049,0.303127870721332,0.330636869042607,0.317870742183621,0.344007168786,0.396363662461103,0.337544099759247,0.341356103703127,0.431886503251932,0.321168543928761,0.327746892379502,0.36547903691308,0.377081697270022,0.320343748997834,0.292186834044376,0.347981846938699,0.28988697569249,0.326445694697105,0.355412390272496,0.326611868405746,0.408679994486146,0.352888446743205,0.286878424175715,0.392708645028583,0.291653224977396,0.267884444382231,0.311482898259567,0.39087095907179,0.285147608336756,0.294174499430899,0.323424941402371,0.287191009117385,0.270452483225677,0.309480398388232,0.312045327687668,0.311445329148891,0.27510229005652,0.300194962550018,0.31369132106587,0.293380668607809,0.292576480720003,0.338081165895624,0.288205546847845,0.39567739680662,0.440577511060036,0.351518247087123,0.403226589752456,0.388428211212158
0.400862492896892,0.455073619330371,0.469113853242662,0.514153513643477,0.5648651432108,0.445770645583117,0.503571978321782,0.558724045753479,0.536533678019488,0.522830804189046,0.57576772901747,0.498301210226836,0.488663037618001,0.542269093018991,0.503626192057574,0.527276798530861,0.479910424462071,0.480977579399391,0.505871189965142,0.605177557026898,0.493234742570806,0.519310297789397,0.454300558125531,0.513189227492721,0.392171994403557,0.414012670516968,0.497221140949814,0.581120058342263,0.489363175851327,0.629918482568529,0.65797789450045,0.495761855884835,0.522780859911883,0.522490479328014,0.509568408683494,0.588381418475398,0.644827233420478,0.539126533049124,0.523450988310355,0.650480385179873,0.55102468419958,0.537772743790238,0.559743346991362,0.585873590575324,0.511772959320633,0.480373000657117,0.560049789923209,0.480469522652803,0.58030367118341,0.579367544915941,0.54841728122146,0.651849004957411,0.559562135625769,0.471228100635387,0.633868310186598,0.447076638539632,0.437976832743044,0.502890238055476,0.649624705314636,0.460343407260047,0.484958145353529,0.539118497459977,0.470528958020387,0.409122698836856,0.490764052779586,0.514408919546339,0.507383554070084,0.476836988219508,0.506495009969782,0.504955720018457,0.434232844246758,0.486232042312622,0.549961959874188,0.462135427527957,0.644684857792325,0.702033612463209,0.542129273767824,0.621964582690486,0.604934926386233
0.379470534758134,0.406454818898981,0.413041208007119,0.46077422878959,0.525312722812999,0.402888941764832,0.481180988658558,0.518670025738803,0.498180822892622,0.518912449750033,0.515018545497547,0.450168613954024,0.442730095169761,0.510628444498236,0.449992630698464,0.464623568274758,0.419918838414279,0.430331964926286,0.447609955614263,0.577731570330533,0.423309716311368,0.488357106122104,0.405334955995733,0.467437696456909,0.379513749209317,0.40940962488001,0.464955533634533,0.54671295339411,0.452684582363475,0.553904099897905,0.559305771914395,0.428027759898793,0.474973210421476,0.494951712001454,0.452868700027466,0.542639216509732,0.604209566116333,0.456398679993369,0.456584978103638,0.5734675580805,0.499512134898793,0.483250867236744,0.490736809643832,0.536397392099554,0.472459671714089,0.430487457188693,0.499959167567166,0.454050280831077,0.541878492181951,0.526641286503185,0.509692584384571,0.580051773244684,0.502851950038563,0.424313586408442,0.576547063480724,0.412820183147084,0.374614024162293,0.447336040843617,0.562425179914995,0.399577673998746,0.433990890329534,0.479092888398604,0.418189183148471,0.363918772610751,0.469015030427413,0.449986856633967,0.448058321259239,0.444103947552768,0.456536817550659,0.412981410460039,0.391792746023698,0.43157639503479,0.507687707380815,0.392756188999523,0.537553791566329,0.595587361942638,0.465777050365101,0.53509912924333,0.544903135299683
0.361854064053503,0.355400496515734,0.342638017802403,0.390143119055649,0.476237169627486,0.325404235001268,0.402137928995593,0.443693736503864,0.437692255809389,0.457169401234594,0.443187327220522,0.402823842805007,0.37294249287967,0.440482766463839,0.397044222930382,0.400660638151498,0.379509804577663,0.35788226538691,0.371202803891281,0.469911887727935,0.351773410007871,0.415952696882445,0.33511247717101,0.40394062831484,0.329831335051306,0.379253775909029,0.408233420602207,0.484076664365571,0.392220862980547,0.473412945352752,0.480840913180647,0.370970532811921,0.400948935541613,0.466130721157995,0.404014427086403,0.493025709842813,0.539985327885069,0.366454977413704,0.40026711184403,0.493661613299929,0.401066673213038,0.416878792746314,0.428266551987878,0.476746822225636,0.412653807936044,0.360518739141267,0.440543277510281,0.385635727438433,0.484303322331659,0.473536191315487,0.424886983016442,0.52645102040521,0.413499416976139,0.346672249251399,0.510894195786838,0.370886609472077,0.335151107146822,0.390542038555803,0.488634253370351,0.342214465141296,0.376038571883892,0.408836557947356,0.379160940647125,0.304863750934601,0.453677590551048,0.389204370564428,0.367671109479049,0.394301928322891,0.383768529727541,0.334333937743614,0.354574602225731,0.360534178799596,0.431239855700526,0.33714484346324,0.443952354891547,0.520088985048491,0.391036757107439,0.491901459365055,0.445008993148804
0.251928559831671,0.259837139297176,0.244299664690688,0.287489208015236,0.329589853415618,0.224738230576386,0.280117018802746,0.298758331182841,0.268158068528046,0.29190228114257,0.290330345566208,0.259114114013878,0.274876655759038,0.324142610704577,0.279615775958912,0.267556834865261,0.265797608607524,0.264684574024097,0.261007938836072,0.357691813159633,0.258832954071664,0.296506449982927,0.243503651103458,0.275050459681331,0.236543793936034,0.25117236697996,0.284212154311103,0.349172853134774,0.279818009685826,0.325995358260902,0.32778442067069,0.26376054738019,0.273199016983445,0.343987503567257,0.275330752939791,0.337860887115066,0.37406455826115,0.241235979505487,0.293537317095576,0.351789603362212,0.277245009267652,0.277449699672493,0.289970892506677,0.342509156948811,0.29319788636388,0.246485653761271,0.314601572784218,0.279369247926248,0.326527089686007,0.315681296425897,0.29612909458779,0.348762251235343,0.280526454384262,0.233943261004783,0.363685218063561,0.257450735246813,0.223098708165658,0.272860752569663,0.326662914173023,0.240305240089829,0.270715457362098,0.28398483508342,0.261647029502972,0.21492249579043,0.299831353329323,0.264913984247156,0.256482530284572,0.275485936048869,0.262175796805201,0.230717307812459,0.247698174940573,0.252339097293648,0.299447652455923,0.238131199334119,0.314439283834921,0.336316637090735,0.25543312929772,0.350592197598638,0.323915642661017
