Row,calcarine,insula,cingulate,pos,central,precentral,cos,sts,postcentral,sfs,ips,loc,ifs,ots,its
bb02_mri0_mask,0.5123650431633,0.413885593414307,0.470385074615479,0.462854981422424,0.506932497024536,0.457380145788193,0.455907374620438,0.447022795677185,0.457866042852402,0.4349265396595,0.458988606929779,0.464856535196304,0.455070644617081,0.425761580467224,0.421224296092987
bb02_mri3_mask,0.540707349777222,0.488338053226471,0.512925922870636,0.512240588665009,0.540833234786987,0.500268459320068,0.511436104774475,0.490141481161118,0.501103699207306,0.489338487386703,0.490848034620285,0.510318160057068,0.498467177152634,0.497165203094482,0.484145492315292
bb02_mri6_mask,0.594799339771271,0.51413756608963,0.548574447631836,0.559061288833618,0.586573362350464,0.552296817302704,0.551655650138855,0.536972880363464,0.544540762901306,0.534793436527252,0.530726969242096,0.559578061103821,0.547504305839539,0.552062809467316,0.528645038604736
bb04_mri0_mask,0.514251232147217,0.477601021528244,0.464738309383392,0.468222707509995,0.503858029842377,0.456043213605881,0.459900498390198,0.454626321792603,0.461729824542999,0.449644058942795,0.451929718255997,0.467833340167999,0.449784100055695,0.448219686746597,0.446262449026108
bb04_mri6_mask,0.591158092021942,0.513656675815582,0.544686794281006,0.554502665996552,0.592006862163544,0.570053696632385,0.554598391056061,0.537979900836945,0.548435688018799,0.546308159828186,0.541143536567688,0.57411390542984,0.54940003156662,0.5541672706604,0.531706988811493
bb05_mri0_mask,0.46209117770195,0.452747970819473,0.459449648857117,0.446361988782883,0.493538022041321,0.446583718061447,0.45746773481369,0.441429972648621,0.456832975149155,0.428489297628403,0.430596143007278,0.484541743993759,0.442048460245132,0.421173244714737,0.404913157224655
bb05_mri3_mask,0.535367071628571,0.470468312501907,0.512999773025513,0.516154110431671,0.549722909927368,0.516875028610229,0.491860896348953,0.48876816034317,0.502760946750641,0.49414187669754,0.501579403877258,0.514577269554138,0.50584876537323,0.488620936870575,0.482416987419128
bb05_mri6_mask,0.560327470302582,0.482416838407516,0.556478142738342,0.554820477962494,0.590846180915833,0.570469558238983,0.547901451587677,0.545735836029053,0.545572221279144,0.541969478130341,0.548909187316895,0.56586879491806,0.545450985431671,0.554812252521515,0.530476093292236
bb07_mri0_mask,0.520460069179535,0.441303968429565,0.457955300807953,0.470166951417923,0.494910955429077,0.456370234489441,0.458347976207733,0.457283973693848,0.449509561061859,0.450432896614075,0.453516393899918,0.460105746984482,0.456659346818924,0.43852710723877,0.433616757392883
bb07_mri3_mask,0.537137985229492,0.475295335054398,0.496671319007874,0.50122457742691,0.541659116744995,0.508134067058563,0.498967885971069,0.485406160354614,0.491720855236053,0.494902163743973,0.491476446390152,0.511820793151855,0.510023236274719,0.489461809396744,0.485345304012299
bb07_mri6_mask,0.574562668800354,0.507607340812683,0.544303059577942,0.555495262145996,0.577851891517639,0.56454873085022,0.553599417209625,0.531868278980255,0.543425738811493,0.546764850616455,0.535189270973206,0.555615603923798,0.559507727622986,0.539435863494873,0.522206902503967
bb11_mri0_mask,0.499292016029358,0.478587776422501,0.470244199037552,0.459836214780807,0.517468869686127,0.448357731103897,0.456689685583115,0.449660360813141,0.453586876392365,0.432666748762131,0.44487851858139,0.456188321113586,0.447924435138702,0.443719446659088,0.455959320068359
bb11_mri3_mask,0.524769484996796,0.477762460708618,0.482987552881241,0.494144707918167,0.514293134212494,0.508177161216736,0.494617283344269,0.467235177755356,0.478156924247742,0.488401621580124,0.47800549864769,0.500770330429077,0.496713370084763,0.476465314626694,0.462818324565887
bb11_mri6_mask,0.578262805938721,0.507517337799072,0.539265215396881,0.529731273651123,0.561208248138428,0.541987240314484,0.531052947044373,0.520308256149292,0.527637243270874,0.523092269897461,0.52891731262207,0.567253947257996,0.528330445289612,0.529060363769531,0.509725511074066
bb12_mri3_mask,0.550704598426819,0.502386510372162,0.510259687900543,0.539171814918518,0.558270812034607,0.514959633350372,0.511821031570435,0.508068025112152,0.502834260463715,0.501933634281158,0.502504706382751,0.526686429977417,0.514464616775513,0.511355698108673,0.51707261800766
bb12_mri6_mask,0.580479860305786,0.516881287097931,0.548395752906799,0.564567267894745,0.585202515125275,0.55047208070755,0.54222559928894,0.540126979351044,0.547556757926941,0.542138874530792,0.541421592235565,0.574407517910004,0.556331157684326,0.550028264522552,0.536240994930267
bb14_mri0_mask,0.486669778823853,0.488786160945892,0.491763919591904,0.470642596483231,0.503991007804871,0.459832280874252,0.466475129127502,0.47534117102623,0.50083863735199,0.452813684940338,0.484470903873444,0.469976007938385,0.458374500274658,0.467795878648758,0.482420593500137
bb14_mri3_mask,0.55620002746582,0.497231185436249,0.511102557182312,0.513648986816406,0.548214912414551,0.506862223148346,0.497827053070068,0.491101175546646,0.508635401725769,0.491444766521454,0.494829922914505,0.522816002368927,0.501483500003815,0.487781792879105,0.487271517515182
bb14_mri6_mask,0.636929452419281,0.53671807050705,0.570010483264923,0.595593869686127,0.609263181686401,0.585778951644897,0.593270123004913,0.560719192028046,0.565087556838989,0.554240703582764,0.558544278144836,0.58609402179718,0.569760382175446,0.577055156230927,0.563720345497131
bb15_mri3_mask,0.552137970924377,0.479554891586304,0.483724027872086,0.513242304325104,0.552916884422302,0.513432264328003,0.519343435764313,0.499340265989304,0.511237263679504,0.496093392372131,0.510529279708862,0.533328533172607,0.501079142093658,0.512080192565918,0.519047737121582
bb17_mri0_mask,0.517059504985809,0.462905049324036,0.485834509134293,0.487523078918457,0.517375707626343,0.476235747337341,0.470887452363968,0.456343978643417,0.450487285852432,0.460087329149246,0.458596438169479,0.497104912996292,0.466701656579971,0.474132567644119,0.453194141387939
bb19_mri6_mask,0.594147026538849,0.533153653144836,0.552249431610107,0.560459196567535,0.58588033914566,0.566905200481415,0.559832990169525,0.543248534202576,0.552982807159424,0.550058841705322,0.544773697853088,0.577933430671692,0.540491461753845,0.549509823322296,0.538078665733337
bb22_mri0_mask,0.506372034549713,0.489383101463318,0.489788204431534,0.490850001573563,0.515394687652588,0.477004289627075,0.469519019126892,0.470478266477585,0.475490421056747,0.468190491199493,0.467209577560425,0.482234090566635,0.478603899478912,0.455276221036911,0.451644778251648
bb24_mri3_mask,0.549118518829346,0.500241279602051,0.535964727401733,0.537878394126892,0.563153624534607,0.514687597751617,0.52237594127655,0.50249046087265,0.511647164821625,0.505632758140564,0.508260667324066,0.513026356697083,0.524718344211578,0.500177264213562,0.495771467685699
bb27_mri0_mask,0.487070262432098,0.45837727189064,0.468769818544388,0.463031947612762,0.493762284517288,0.446306228637695,0.459422796964645,0.443981945514679,0.453666895627975,0.439601302146912,0.456473708152771,0.458325892686844,0.447426587343216,0.447654843330383,0.426937848329544
bb28_mri3_mask,0.54847115278244,0.480765104293823,0.512653112411499,0.515889644622803,0.549082159996033,0.50318318605423,0.51511949300766,0.498937755823135,0.500558793544769,0.494730889797211,0.496658772230148,0.514058649539948,0.503771662712097,0.483389556407928,0.472864925861359
bb28_mri6_mask,0.598938047885895,0.551834225654602,0.544450283050537,0.576154232025146,0.585470736026764,0.548880934715271,0.562077403068542,0.547441422939301,0.556008338928223,0.537275612354279,0.558467864990234,0.602665364742279,0.551125466823578,0.529740214347839,0.516263544559479
bb28_mri12_mask,0.64447009563446,0.593871831893921,0.636442720890045,0.630713045597076,0.63725733757019,0.600453913211823,0.644762337207794,0.617514312267303,0.605029582977295,0.628976166248322,0.633854150772095,0.635761201381683,0.640743315219879,0.617686808109283,0.603589773178101
bb32_mri0_mask,0.493719041347504,0.463830798864365,0.466569930315018,0.463862389326096,0.501477479934692,0.448271661996841,0.450520306825638,0.452060848474503,0.463217616081238,0.433333188295364,0.447771787643433,0.460767537355423,0.446888029575348,0.443527013063431,0.438161998987198
bb32_mri6_mask,0.603516757488251,0.5173379778862,0.560336709022522,0.571012079715729,0.588965117931366,0.543720722198486,0.59544312953949,0.575555026531219,0.600344121456146,0.553642094135284,0.582468390464783,0.568536639213562,0.532175064086914,0.566977083683014,0.636994242668152
bb32_mri12_mask,0.644437372684479,0.592185616493225,0.621449708938599,0.63157045841217,0.638187110424042,0.607635617256165,0.623841822147369,0.607980370521545,0.627136528491974,0.600549221038818,0.619078516960144,0.651661813259125,0.603845238685608,0.617032408714294,0.60743236541748
bb33_mri3_mask,0.581986784934998,0.521130800247192,0.53935307264328,0.559524178504944,0.55757063627243,0.519415438175201,0.546002149581909,0.516614675521851,0.521862685680389,0.496863692998886,0.514205157756805,0.548484623432159,0.530445873737335,0.524410545825958,0.503354609012604
bb33_mri6_mask,0.5989750623703,0.543534994125366,0.56777036190033,0.566252887248993,0.588438034057617,0.54704761505127,0.584159791469574,0.554498136043549,0.557928204536438,0.545331239700317,0.556013166904449,0.574023604393005,0.561261773109436,0.556733429431915,0.531483590602875
bb35_mri6_mask,0.581071555614471,0.517285764217377,0.539481699466705,0.548783481121063,0.551094055175781,0.528116166591644,0.555700063705444,0.527067720890045,0.512170672416687,0.519862353801727,0.515696167945862,0.549286365509033,0.520188450813293,0.530049085617065,0.502719283103943
bb37_mri0_mask,0.50559413433075,0.473633199930191,0.484207421541214,0.473187118768692,0.517612874507904,0.46868571639061,0.478277206420898,0.469821602106094,0.481008619070053,0.461599349975586,0.473432302474976,0.470661193132401,0.473705649375916,0.466113209724426,0.44940972328186
bb37_mri6_mask,0.586733877658844,0.557957410812378,0.56937438249588,0.563300490379333,0.575360596179962,0.55255264043808,0.593006551265717,0.546297609806061,0.563907384872437,0.549214422702789,0.558098554611206,0.565045297145844,0.553620159626007,0.555740296840668,0.527860939502716
bb37_mri12_mask,0.624181270599365,0.561551451683044,0.617750942707062,0.603651344776154,0.634369313716888,0.603109419345856,0.598297119140625,0.599133968353271,0.619176685810089,0.597307980060577,0.602756083011627,0.618146181106567,0.61173152923584,0.61539763212204,0.595100581645966
bb40_mri3_mask,0.575553178787231,0.504646837711334,0.536443054676056,0.541866421699524,0.563256561756134,0.527844190597534,0.537121415138245,0.519831538200378,0.526556670665741,0.507404208183289,0.523492932319641,0.530169725418091,0.522427141666412,0.521734237670898,0.499478310346603
bb40_mri6_mask,0.583546102046967,0.517734289169312,0.555279552936554,0.567569553852081,0.597056865692139,0.543091118335724,0.563729465007782,0.548513352870941,0.553142666816711,0.53190004825592,0.544679164886475,0.56038898229599,0.553600549697876,0.548360824584961,0.531060516834259
bb40_mri12_mask,0.610889494419098,0.559032917022705,0.591524064540863,0.603985488414764,0.600468933582306,0.58945494890213,0.593545198440552,0.5813809633255,0.590103387832642,0.578465521335602,0.57976245880127,0.585278272628784,0.585651516914368,0.600602507591248,0.562756478786469
bb41_mri0_mask,0.520976364612579,0.474655121564865,0.492503672838211,0.490108370780945,0.529480814933777,0.480701297521591,0.48625636100769,0.473730832338333,0.487561166286469,0.457806587219238,0.477150857448578,0.485447317361832,0.463237315416336,0.4724041223526,0.474263936281204
bb42_mri3_mask,0.585188508033752,0.497968912124634,0.534992754459381,0.53461742401123,0.576007008552551,0.563372313976288,0.589592218399048,0.532459259033203,0.559712648391724,0.543319165706635,0.536686658859253,0.558224380016327,0.544197857379913,0.538844704627991,0.531017005443573
bb42_mri6_mask,0.613606035709381,0.538842916488647,0.56947135925293,0.598036885261536,0.587295591831207,0.542070150375366,0.612882137298584,0.546451330184937,0.558419823646545,0.544526875019073,0.546829342842102,0.57768326997757,0.517135500907898,0.552736878395081,0.571321189403534
bb42_mri12_mask,0.625125885009766,0.565984606742859,0.604658961296082,0.619352519512177,0.628809094429016,0.6056889295578,0.62450248003006,0.606266915798187,0.627173662185669,0.602772355079651,0.611578106880188,0.623882412910461,0.61346834897995,0.612250626087189,0.596757292747498
bb44_mri0_mask,0.516730725765228,0.484199345111847,0.503411054611206,0.492719978094101,0.526358604431152,0.477256089448929,0.491149872541428,0.472211003303528,0.488719403743744,0.464858263731003,0.484583258628845,0.487640291452408,0.464435517787933,0.471960574388504,0.461131185293198
bb46_mri0_mask,0.511965334415436,0.481473863124847,0.49170970916748,0.480584174394608,0.528488993644714,0.474355697631836,0.474966466426849,0.471262812614441,0.480465114116669,0.476109266281128,0.479019045829773,0.472574651241302,0.460669755935669,0.480843603610992,0.459238767623901
