calcarine,pos,insula,central,cos,sts,sfs,ips,loc,ifs,ots_lat,its
0.502544581890106,0.468958109617233,0.437627047300339,0.48052579164505,0.465085834264755,0.457034647464752,0.434469223022461,0.456805527210236,0.463422209024429,0.441576898097992,0.440687268972397,0.436067670583725
0.539008378982544,0.501197636127472,0.496619045734406,0.526229560375214,0.5146803855896,0.496022164821625,0.480767518281937,0.486345410346985,0.507303237915039,0.487804770469666,0.506855547428131,0.494210213422775
0.604232549667358,0.548784911632538,0.503172159194946,0.57601535320282,0.560252249240875,0.539933621883392,0.52815169095993,0.53453141450882,0.55878621339798,0.52614825963974,0.560749232769012,0.533692359924316
0.511508405208588,0.473729342222214,0.47495573759079,0.50521594285965,0.466296076774597,0.457181334495544,0.441897541284561,0.449964195489883,0.472318768501282,0.446832418441772,0.455549269914627,0.445814907550812
0.572020411491394,0.549153029918671,0.491571515798569,0.580698549747467,0.552860140800476,0.542646467685699,0.543066918849945,0.546324372291565,0.619902491569519,0.533466815948486,0.537481665611267,0.534699380397797
0.476367503404617,0.450079202651978,0.439358413219452,0.479713767766953,0.449559390544891,0.432011723518372,0.408971518278122,0.43390616774559,0.463276714086533,0.461504966020584,0.400577783584595,0.430824995040894
0.540548980236053,0.522962987422943,0.479698568582535,0.541412532329559,0.519166588783264,0.493800550699234,0.489887535572052,0.489802569150925,0.517305433750153,0.496030628681183,0.488320827484131,0.476548135280609
0.577401995658875,0.558696389198303,0.505044221878052,0.616644203662872,0.5655717253685,0.54419070482254,0.5611971616745,0.556446015834808,0.553399860858917,0.553474426269531,0.551597952842712,0.553603410720825
0.583649933338165,0.467005640268326,0.439745873212814,0.492413848638535,0.466731518507004,0.461631625890732,0.44356107711792,0.447818398475647,0.504454374313354,0.454218119382858,0.445047527551651,0.423222988843918
0.542188465595245,0.511145949363708,0.480155915021896,0.548262238502502,0.498479753732681,0.482320874929428,0.497538447380066,0.488868474960327,0.521647751331329,0.497375726699829,0.488250821828842,0.483920812606812
0.561751484870911,0.56052428483963,0.5050950050354,0.576586067676544,0.561898648738861,0.537990987300873,0.546914577484131,0.530222058296204,0.57226574420929,0.546163260936737,0.548552691936493,0.536428034305573
0.511384129524231,0.462171345949173,0.467258095741272,0.5132115483284,0.467044532299042,0.448915004730225,0.432959854602814,0.445358723402023,0.45709627866745,0.44403538107872,0.44265952706337,0.452489465475082
0.520910143852234,0.492181599140167,0.479130417108536,0.504643023014069,0.490132033824921,0.470419406890869,0.459991365671158,0.475236028432846,0.503047347068787,0.484229534864426,0.480711877346039,0.476659089326859
0.579011619091034,0.532853126525879,0.509096503257751,0.560121715068817,0.529450237751007,0.519083738327026,0.515457570552826,0.523387670516968,0.562118589878082,0.520229876041412,0.525685548782349,0.516532063484192
0.556071758270264,0.53825044631958,0.495550811290741,0.557487070560455,0.517255902290344,0.507547736167908,0.499345332384109,0.508106172084808,0.534429609775543,0.506318867206573,0.496967107057571,0.495076686143875
0.598897993564606,0.56659871339798,0.526721715927124,0.586499154567719,0.557825207710266,0.547797501087189,0.545439779758453,0.545000195503235,0.572958707809448,0.541723132133484,0.557439088821411,0.543210685253143
0.483834534883499,0.456559360027313,0.475356251001358,0.476500660181046,0.436914771795273,0.460136264562607,0.445126414299011,0.505695044994354,0.490821599960327,0.45208352804184,0.45424097776413,0.48373281955719
0.563435852527618,0.52054089307785,0.507810354232788,0.546541094779968,0.514602422714233,0.501472294330597,0.489984720945358,0.496609747409821,0.524404764175415,0.505896508693695,0.501635670661926,0.503621339797974
0.623530507087708,0.602624475955963,0.524565696716309,0.6058070063591,0.578006565570831,0.564812064170837,0.555252492427826,0.553108096122742,0.596261382102966,0.552324056625366,0.575574338436127,0.575921535491943
0.546649813652039,0.518353939056396,0.481828302145004,0.547287464141846,0.509166896343231,0.493192195892334,0.487636983394623,0.494558721780777,0.539966404438019,0.495923846960068,0.499466896057129,0.497718274593353
0.523087620735168,0.486578971147537,0.489550232887268,0.536848306655884,0.480790734291077,0.467230767011642,0.455245137214661,0.465772330760956,0.492947578430176,0.46647971868515,0.4697125852108,0.460812121629715
0.604957699775696,0.570486307144165,0.535935938358307,0.574515223503113,0.559067726135254,0.540305018424988,0.547655463218689,0.550526440143585,0.57760214805603,0.545360207557678,0.542923867702484,0.544462084770203
0.523578286170959,0.498169928789139,0.496750473976135,0.497260868549347,0.483571290969849,0.472238779067993,0.458783835172653,0.450209558010101,0.490061610937119,0.477365076541901,0.466680288314819,0.4604272544384
0.566876471042633,0.536995768547058,0.513970553874969,0.561705470085144,0.539989233016968,0.515388369560242,0.502983868122101,0.519253611564636,0.525424063205719,0.510214149951935,0.51712691783905,0.501508295536041
0.491974234580994,0.45547890663147,0.462154924869537,0.508068561553955,0.457020670175552,0.453427523374557,0.444393038749695,0.457808256149292,0.451046139001846,0.441750288009644,0.436752766370773,0.444378435611725
0.552213132381439,0.521106004714966,0.471427083015442,0.545348405838013,0.515006363391876,0.470175266265869,0.492353230714798,0.499109745025635,0.5216423869133,0.504349231719971,0.506327152252197,0.572806894779205
0.606873095035553,0.581813752651215,0.540172398090363,0.610505223274231,0.546433329582214,0.547385334968567,0.546875774860382,0.57002180814743,0.602625966072083,0.550517439842224,0.541695594787598,0.527997016906738
0.651843905448914,0.655983448028564,0.612545847892761,0.68519252538681,0.606459379196167,0.620287775993347,0.64010888338089,0.65555077791214,0.649454653263092,0.6435427069664,0.619319379329681,0.605678260326385
0.492558181285858,0.470073401927948,0.46289449930191,0.50537371635437,0.463160336017609,0.45130917429924,0.432698547840118,0.453667223453522,0.448064088821411,0.441519469022751,0.446578979492188,0.448120534420013
