calcarine,pos,insula,central,cos,sts,sfs,ips,loc,ifs,ots_lat,its
35.3846103706134,30.5912126597998,16.209002133198,25.0586742974196,15.4668346982073,23.7209515735832,21.0141694287729,29.0613961837287,18.2409731064229,19.1889110464959,23.425612141174,12.8733644302307
41.3878368243917,39.0525891915462,19.4845939079498,30.2502010373934,23.2624648759894,29.8772570419362,31.1452097716558,34.646315468695,24.7470680310045,22.450537244086,28.1355872926149,15.5752691460689
41.0565568859663,44.6543856955105,22.1326333906495,30.9192442432296,23.9754558609192,34.6820275402629,48.4999341011698,37.916086201817,30.1069743980811,32.7829170266719,36.1679834866416,17.7612095964924
40.2970044281493,30.6730729886426,16.9501985872875,25.1750082618712,27.1433820230942,26.6455407797672,21.4765351431878,27.7794375572385,18.7025911195731,15.911102182792,23.8201096664089,14.5486851879741
38.3391702394731,39.3558510342539,21.0521004438609,29.0850461080571,20.984111625328,34.6179820299214,29.203367024318,38.0498919522896,22.1428933567576,24.4613615885172,26.6722620867195,21.8933209018487
31.937784478707,23.7034954468357,16.2068828702948,23.7294539150885,26.502803667807,30.8582533255627,23.3941264488035,28.9918509255969,19.7606702641009,19.1909357712495,23.159481626193,17.122259742324
28.898222879787,28.8792835517329,18.8441039203684,30.6282886883848,25.7548216395231,35.0914605287086,27.6351693340353,39.0372319052273,19.3369810506787,24.8802223709951,25.0813029343155,22.7428344241837
37.8929502112175,34.0775560191224,20.0337459897718,29.8377857186079,34.4556517781063,39.8364084275755,33.0195500484059,43.1750938643646,20.5224514256288,28.9460664538774,25.3302181036139,23.7582363017627
32.764613491753,33.0212266072195,16.8811686629291,21.7780495530894,14.2392954486664,23.8907604899752,29.1242548455403,23.1101193647509,17.470291311571,16.83381604958,28.7408680030174,12.9266139906583
38.0781359192791,40.3701422101366,19.1647742422888,25.0943297247187,20.5199065456544,27.6225542908274,42.5052095881657,27.3827849498724,20.3343380635052,19.4818748494003,32.9676578733919,17.9413309729855
39.8425045586192,33.5606684893793,20.7308755930757,24.2674372147866,27.1134042321601,31.1729205062425,49.627706004419,31.5290342179504,18.5295941311117,23.1568026395184,37.0135374411748,20.8690862238381
37.744924797639,25.5581676871185,16.5242839454665,21.0585328669791,10.184552734874,20.4901085120157,21.662261714982,21.9806776608236,15.0254433498386,17.6513362010291,17.6494834775387,10.9650441227168
40.2014497754207,27.7292588336915,20.2207614167372,25.2206851145771,13.0176969036404,24.0114705822544,24.7003129709002,42.4153937114235,19.2836424484231,22.7690358563281,19.4010771011663,14.2555932393216
45.4570889036386,30.2391481356045,22.0918219590301,26.629928904078,26.1766948433119,28.0071153896303,39.541994099535,49.6380121032747,22.2871046879724,27.0190271939072,21.2219980393281,16.2232608503012
30.7455767069289,39.9113313682546,20.0224212995155,32.4008609830507,30.6428617511636,39.2142484554862,27.7615239548343,46.3928470945079,24.2179330271132,22.6302018778612,25.4159639476999,21.1664939856455
30.8040736000284,43.9866297655752,19.7642149682256,34.119017514015,41.0512068697221,40.9187311810706,28.031734757079,48.2072332506086,29.7397661267123,22.5594753666373,53.783441841649,22.7339005378959
30.4841943080169,32.5310343792205,18.1901212622153,24.454737867285,14.916529913884,30.6727215542428,22.5722798705873,27.4200001655723,21.1267752441104,23.0236728137648,22.7683873878327,13.3904126878652
32.6923260098277,37.0149579764666,19.8283907791744,27.0104422562847,35.5303021182574,34.2475154199174,25.7102358754475,30.5443528025544,25.7003810685134,32.1968318702872,27.1119168551848,14.958743391506
35.5921671167626,37.9875661595263,19.3283108059838,29.8067021506698,36.8908274385972,35.9385987821228,28.5649847656877,30.1414531309459,23.7823476227614,35.0039749035435,28.1393186155263,16.2338232861865
