"SulcalDepth","SulcalSpan","Curvature","Thickness","R1","AgeCat","ROI"
0.764178105361114,0.105507399198842,0.203840992486351,0.378135804350547,0.184162300514976,"1m","insula"
0.8843943411722,0.150237283590108,0.273974182989363,0.432435912573824,0.205677624621694,"2m","insula"
0.846562999471883,0.172343606778986,0.203142758720932,0.616293815956579,0.365195798425559,"3m","insula"
0.824879416564962,0.19322961812153,0.172866541229195,0.732984792833201,0.53313277757508,"4m","insula"
0.854491135470463,0.0913556076064272,0.315406284349727,0.40201117085852,0.185878425646057,"1m","insula"
0.842340147735028,0.137959409488013,0.26160835913836,0.732075208178078,0.380704269649619,"3m","insula"
0.893586256387164,0.158246398709872,0.183087083167011,0.951995112125259,0.469716089724246,"4m","insula"
0.889608539018048,0.168890740628411,0.30770371066904,0.384441432811727,0.356772152301403,"2m","insula"
0.870512169911512,0.156356725336279,0.265475348709714,0.547840362337343,0.385493044354532,"3m","insula"
0.888365822788603,0.163410012236136,0.22740369324546,0.508979845322785,0.351068885384472,"3m","insula"
0.840545290245968,0.0998145518046323,0.261048407739999,0.361816727623275,0.231226008756001,"1m","insula"
0.902011243304642,0.135146229000126,0.23382245343034,0.479881856669456,0.379798629146854,"3m","insula"
0.869857762307414,0.142238499820645,0.14722081635149,0.790969935533696,0.455598028392411,"4m","insula"
0.862949171877316,0.107351070149497,0.233950902384634,0.360296158625826,0.318990982597816,"2m","insula"
0.916070856373069,0.127481216100851,0.204299659733189,0.63286085893512,0.380758486368783,"3m","insula"
0.882404720340088,0.159486223706518,0.120612584740203,0.870700579204435,0.420094790741445,"4m","insula"
0.825508188296798,0.134622204498951,0.263960327096187,0.340201187410938,0.202862366155933,"1m","insula"
0.833811370177959,0.157971992118936,0.250067128406855,0.466411508503323,0.346413577858115,"2m","insula"
0.879372481654459,0.132972861409304,0.248049312106683,0.53772930285266,0.414481562304553,"3m","insula"
0.883871923667181,0.205198846125576,0.198944260221602,0.971404976357762,0.417609258445292,"4m","insula"
0.926543595195164,0.114025717683802,0.330309251612757,0.290670385832252,0.231930065411366,"1m","insula"
0.855082631258307,0.105746503775493,0.341745203368808,0.380861464012156,0.25573570013286,"1m","insula"
0.883388929976532,0.153598182428727,0.266876794405771,0.490731188901125,0.323599265418778,"2m","insula"
0.816347798276102,0.104678761671415,0.252445892414475,0.472345539213019,0.228155157185611,"1m","insula"
0.863658661963708,0.174811723073451,0.195329804981914,0.532886436168695,0.220354657561946,"2m","insula"
0.792573436770844,0.143867751098676,0.211357837583365,0.551435943305882,0.362806251851598,"3m","insula"
0.872930325527251,0.132940885938117,0.332387481942629,0.355137672958395,0.229946660153283,"1m","insula"
0.894624647786065,0.15639830101444,0.203256457556072,0.903429311369028,0.765048666420847,"4m","insula"
0.827312676559492,0.090638441655145,0.210610252377612,0.365093454654417,0.198126217628678,"1m","insula"
0.876818248057307,0.150636201754999,0.185145585212514,0.569308923121111,0.213092383353144,"3m","insula"
0.887834190226798,0.168872628017025,0.0897938701577742,0.929078698482393,0.587022260112456,"4m","insula"
0.830012757483973,0.124894594651081,0.30014802359159,0.429371286000376,0.196009345192043,"1m","insula"
0.816418192995611,0.113241929723032,0.304178370732571,0.387978925259696,0.184386013635506,"1m","insula"
0.866989385345839,0.184639354711074,0.205709586747756,0.745235704017749,0.308836827315046,"3m","insula"
0.827129484002029,0.264338632882257,0,0.652876222153288,0.417611609680561,"4m","insula"
0.769480088747925,0.143014052601697,0.123315359698557,0.188009404151724,0.145422310899138,"1m","insula"
0.783591389277723,0.11968636061671,0.33965867609691,0.418863171083277,0.173671572818726,"1m","insula"
0.869678449773861,0.217201343538551,0.259847194911459,0.528378176241273,0.373568132297647,"3m","insula"
0.891274940001233,0.15349654092556,0.227231792898494,0.672601283418743,0.319000664154811,"3m","insula"
0.82926107213756,0.104525575289359,0.244386673144428,0.390500079572832,0.16311397322524,"1m","insula"
0.877320572581364,0.159109283567653,0.268965165442564,0.493729287943741,0.0897156692680559,"2m","insula"
0.827268194856809,0.0930722152712364,0.313902386784386,0.418646429169944,0.177358655491752,"1m","insula"
0.848988984421583,0.134517156198002,0.278851309887408,0.504137681889677,0.30611382025664,"2m","insula"
0.845209910419428,0.0915396795091596,0.271087031541591,0.581136899241802,0.214025408831407,"1m","insula"
0.885182401742768,0.118279748034269,0.245899666616578,0.523980045397658,0.295190119500841,"2m","insula"
0.810460970571006,0.0841286123137632,0.279458768961205,0.552710233854113,0.149826451175495,"1m","insula"
0.870525957853621,0.126230922255642,0.21690683240884,0.412248815497006,0.264284514958143,"2m","insula"
0.773666495974484,0.100916402462619,0.233618164280067,0.409067730582067,0.166796906659555,"1m","insula"
0.782196035679106,0.153903478206604,0.286708022313247,0.473026286040108,0.429489773647963,"2m","insula"
0.855070298325165,0.0958535891249513,0.395056436106939,0.369423229514984,0.151100682383798,"1m","insula"
0.896046052973793,0.174515803653603,0.138925226422011,0.611361355113764,0.349028981325937,"3m","insula"
0.848686065412041,0.153470880356623,0.178485783497136,0.925172561936534,0.453430189473604,"4m","insula"
0.910316365197757,0.159476730942648,0.325848569745476,0.497516856395544,0.294309651046258,"2m","insula"
0.880911950426874,0.149812977587338,0.187165122359921,0.706979279487148,0.325073904856851,"3m","insula"
0.837666035360217,0.177391222556292,0.270344424501057,0.837497855963956,0.398986092028456,"4m","insula"
0.589093342861101,0.0960209571394686,0.667635688036209,0.308607220825056,0.180894913337619,"1m","cingulate"
0.668029242146628,0.174666510819402,0.701204869628918,0.314988659728346,0.277770370618302,"2m","cingulate"
0.636115837628828,0.20638802834705,0.664998981319898,0.356326166902386,0.381781550327086,"3m","cingulate"
0.648940286657205,0.115844269717981,0.599479074958574,0.268061996063619,0.202235277878666,"1m","cingulate"
0.668840860005221,0.197138136277462,0.532975089814396,0.467867237771996,0.376600949179849,"3m","cingulate"
0.664017228137593,0.109726761634804,0.679117180785144,0.30497732121482,0.155948307124436,"1m","cingulate"
0.706745506442978,0.15962933524503,0.643860093890657,0.370484435054328,0.291967544101568,"2m","cingulate"
0.690692461804672,0.174253736389458,0.581710712673519,0.495635941660277,0.376485876959583,"3m","cingulate"
0.540060025702041,0.106925237908348,0.650272708192557,0.399427145918997,0.188145846293942,"1m","cingulate"
0.579589293579809,0.173933652249622,0.622913941351687,0.361544006941931,0.294488898158596,"2m","cingulate"
0.568577577864935,0.159185208277788,0.599491612559848,0.458352394361701,0.377030533694446,"3m","cingulate"
0.587860673122137,0.125158881804576,0.474597559900083,0.226947560060608,0.178068175311421,"1m","cingulate"
0.672431129272472,0.105732219389503,0.602044120679332,0.404443856214172,0.243106869728566,"2m","cingulate"
0.671933516206019,0.136345760371603,0.549162116408556,0.509880850317487,0.355267914960523,"3m","cingulate"
0.763574830929257,0.179455572053026,0.595485357280151,0.382251369000855,0.308981774054036,"2m","cingulate"
0.743820451339278,0.193036666318356,0.603419446372719,0.438582887642243,0.387070999836521,"3m","cingulate"
0.685816380328119,0.1564908951193,0.70059003549555,0.272972093529268,0.210885334128513,"1m","cingulate"
0.699072967019468,0.192967185455992,0.632274981554666,0.322661970451224,0.299006174343819,"2m","cingulate"
0.687602715621806,0.217980146457281,0.605886772554087,0.475141945910584,0.417433607339837,"3m","cingulate"
0.54114213665607,0.16980478444019,0.680816517429265,0.432450399541421,0.303268134040327,"2m","cingulate"
0.628783216014286,0.253698279776735,0.647101801327573,0.33784740680115,0.25892044830588,"1m","cingulate"
0.523552048260292,0.168194713539859,0.620038651458065,0.461904655077609,0.390549583264296,"3m","cingulate"
0.66543302114788,0.137106456210903,0.708596523089627,0.303427496981822,0.232242710548279,"1m","cingulate"
0.787913735913413,0.224672587546071,0.566598478094998,0.324174381738766,0.341149577012775,"2m","cingulate"
0.560134715123015,0.27839241486819,0.577218072214743,0.329260713868533,0.169078227257124,"1m","cingulate"
0.706776823778823,0.194035226506715,0.633432374237569,0.40329952642384,0.299621644752694,"2m","cingulate"
0.72156913779096,0.229243001020925,0.477567004720963,0.515158044729146,0.377256667204224,"3m","cingulate"
0.730325243177466,0.24694203822621,0.416449886009238,0.671323195315896,0.566708278920678,"4m","cingulate"
0.577079680257622,0.0947112383526428,0.709747524054221,0.252183295021395,0.207938199025703,"1m","cingulate"
0.676816595582838,0.146614173062282,0.604005886526723,0.431984284875105,0.515527557722135,"3m","cingulate"
0.694324995618084,0.189712888755039,0.508656076695705,0.584724322500435,0.548140712302577,"4m","cingulate"
0.668572306921739,0.159689793465111,0.620074666332333,0.336715313575684,0.393135803753182,"2m","cingulate"
0.672466118773802,0.170014194825027,0.623745725154268,0.426170791361859,0.414277696375863,"3m","cingulate"
0.625257521430679,0.182046168000615,0.518537673187145,0.461712386294003,0.343697071273687,"3m","cingulate"
0.604436828126875,0.0914992705189198,0.610183113510462,0.334036349770814,0.233357956759954,"1m","cingulate"
0.620633087219143,0.145577139217781,0.51748869388002,0.466736832348582,0.430595684072538,"3m","cingulate"
0.638601408660002,0.135763904703174,0.452716434183283,0.667955889574704,0.531237128715748,"4m","cingulate"
0.72187475896001,0.185486235984284,0.558426297495768,0.337565825159036,0.359133069128253,"2m","cingulate"
0.707636595505584,0.186547804859543,0.561621419139694,0.467704224223938,0.400370692986486,"3m","cingulate"
0.729291424663888,0.219399862814194,0.432688353643939,0.68100892868382,0.479323098728922,"4m","cingulate"
0.74189041658864,0.150212477309922,0.682849329683911,0.313518021541555,0.254569279977074,"1m","cingulate"
0.663469521191019,0.165361497513623,0.573674601923482,0.424250072628228,0.438958889619463,"2m","cingulate"
0.683427117033283,0.185442578439385,0.60421201944189,0.371878840848494,0.497998407245568,"3m","cingulate"
0.698432832360467,0.202294028105026,0.475480108696091,0.609838535713573,0.540742066448122,"4m","cingulate"
0.624139173824777,0.0936248786047943,0.638060224121915,0.300952616574905,0.275562560699905,"1m","cingulate"
0.553846859232369,0.145638224194924,0.683902242356133,0.276848130938556,0.23727068886491,"1m","cingulate"
0.631393224955143,0.199240440889249,0.603546297397437,0.335438631974551,0.352546705905556,"2m","cingulate"
0.506228365077616,0.0969285383534783,0.687973766913084,0.296739159405658,0.155855433331279,"1m","cingulate"
0.627491237338412,0.269491213352552,0.547595776672136,0.385399541775806,0.352887081787858,"2m","cingulate"
0.65313757180794,0.18954764941605,0.621352641239304,0.505551216107086,0.439919991613006,"3m","cingulate"
0.615659589427995,0.121037921896003,0.606729496028379,0.342001650248455,0.211554952102573,"1m","cingulate"
0.745880466890898,0.231136753264714,0.470029570915963,0.693840865724307,0.660400993493717,"4m","cingulate"
0.546400054057047,0.107914406378697,0.716343162751276,0.284394012606614,0.252138655939872,"1m","cingulate"
0.580513432131791,0.301455067256564,0.761374047349724,0.368820121582228,0.369538115045113,"3m","cingulate"
0.612344108996938,0.331084865039996,0.515995367233408,0.659087474349802,0.511395469197297,"4m","cingulate"
0.674889401563992,0.355410068781296,0.742255926244487,0.32013476818074,0.232845110855211,"1m","cingulate"
0.701084620844496,0.154033650641263,0.669778388678545,0.346662515611286,0.244416092850005,"1m","cingulate"
0.691138664554316,0.214348683518992,0.600886605078772,0.449536722950879,0.382814019226466,"3m","cingulate"
0.752866657799195,0.349463656223147,0.265021167957454,0.569430444868754,0.530522353193712,"4m","cingulate"
0.72936867871138,0.186567181435825,0.44446521752892,0.250041192918799,0.210224429555746,"1m","cingulate"
0.516744130593428,0.106187927293641,0.695783586251785,0.313865849414158,0.180394930072879,"1m","cingulate"
0.600942728023679,0.162753848785372,0.542800758770715,0.458446770626361,0.399931011991023,"3m","cingulate"
0.651762449762567,0.174941175907012,0.598887841015841,0.472145956620534,0.476065254800601,"3m","cingulate"
0.538971124706169,0.167242811957014,0.681320233998347,0.316205565006858,0.168049769288497,"1m","cingulate"
0.639877728667953,0.430963828514119,0.620063603742963,0.386497316359576,0.310910893438975,"2m","cingulate"
0.640966491091543,0.10414871077403,0.630540367542242,0.309690649091394,0.200888919070759,"1m","cingulate"
0.689183201789841,0.163581857946224,0.575546514961695,0.427724553799638,0.372512289353525,"2m","cingulate"
0.642506444866948,0.119982378364162,0.568259833182298,0.30695598781885,0.208892869699243,"1m","cingulate"
0.685811668870515,0.165732295949871,0.513509726320756,0.379537945904112,0.309207492639942,"2m","cingulate"
0.702128416562415,0.0983950627261668,0.634365442191671,0.341516829109406,0.210574556149019,"1m","cingulate"
0.778697016259881,0.176267408187441,0.561870941988708,0.434249174576888,0.302817526716258,"2m","cingulate"
0.657823047109917,0.137772401698183,0.697221599951574,0.347948761424046,0.206516600689161,"1m","cingulate"
0.748097346266307,0.21563569578826,0.660413169275136,0.399648388637797,0.350159787182781,"2m","cingulate"
0.614302066062499,0.226388574998732,0.755505220773946,0.277016770493447,0.202735814375231,"1m","cingulate"
0.744953972610114,0.18776716565736,0.520175796836776,0.497563552252278,0.42641532607069,"3m","cingulate"
0.695804185447613,0.170192215724032,0.433081935990015,0.595599393713373,0.573179569923109,"4m","cingulate"
0.590238296345245,0.162292268455455,0.646225890085188,0.286024710687869,0.291564099790851,"2m","cingulate"
0.69053151009855,0.181287883681568,0.552727957713871,0.421412314780425,0.345450401245215,"3m","cingulate"
0.689086201192092,0.258145883173524,0.43670093918311,0.606785301803974,0.554490292302803,"4m","cingulate"
0.637027504675385,0.116131366360408,0.526474958138854,0.411352733258286,0.199948563270773,"1m","pos"
0.657590176389177,0.171090644375157,0.510275271025755,0.332840260717596,0.274757885005786,"2m","pos"
0.635546651978466,0.255891445165245,0.386755191965121,0.42271698576557,0.383456736302879,"3m","pos"
0.63883815940465,0.27237200513941,0.646334549296282,0.352367708492955,0.212265785847833,"1m","pos"
0.712423644290632,0.422750435890192,0.543749437267591,0.520545508874776,0.386787745140482,"3m","pos"
0.706619336379764,0.327505709182776,0.7307602979647,0.356686653290364,0.157217766708224,"1m","pos"
0.747880203499632,0.390518300263505,0.590804038213876,0.498604082216494,0.32527320662296,"2m","pos"
0.780002921450146,0.438564290409105,0.504715336528578,0.585728986671076,0.408179283625638,"3m","pos"
0.671236081908205,0.295777104485169,0.685908381478644,0.522651885833975,0.195418009521674,"1m","pos"
0.66870048628305,0.348271352035286,0.693928512932934,0.430648530202195,0.297842174577282,"2m","pos"
0.74370245704073,0.369460304443364,0.573846809564592,0.518095804848448,0.408968607136524,"3m","pos"
0.759906961183808,0.294006541307769,0.229788357300741,0.367017267691802,0.184200404357144,"1m","pos"
0.700110596270816,0.188113777558111,0.308497512914808,0.642484565577686,0.253836870190514,"2m","pos"
0.744183649291706,0.277006782604623,0.403270162875121,0.687144229788058,0.34821199622364,"3m","pos"
0.773100289628195,0.439510605533415,0.57024323253778,0.39231784238137,0.360125981951919,"2m","pos"
0.752910377354323,0.448077473618873,0.499375178806781,0.47338184967211,0.426516014263424,"3m","pos"
0.827511527784876,0.268722353435023,0.425977172346843,0.393290438313051,0.171178226122998,"1m","pos"
0.824237203321723,0.308044041477178,0.411416100554023,0.315273476324391,0.319642413075523,"2m","pos"
0.766125461647064,0.381764671194432,0.399961219478391,0.636656585096836,0.513940612222939,"3m","pos"
0.783343344892052,0.302648113554856,0.558858475986963,0.385641319419562,0.314567755823387,"2m","pos"
0.712332602301031,0.242964374592191,0.379587740315547,0.434278570462608,0.241722614540428,"1m","pos"
0.638900170501068,0.354198283447619,0.534307885997558,0.392881708916454,0.435536874146122,"3m","pos"
0.777491714546709,0.30859230115439,0.664865123988583,0.346427067225226,0.267732324865476,"1m","pos"
0.820803936450543,0.378592386400623,0.518060383914874,0.386054690271798,0.357824675854557,"2m","pos"
0.591030791228852,0.196142570711558,0.693665837894348,0.428027795568068,0.167269781564711,"1m","pos"
0.813363089883369,0.361006809580011,0.544329239867972,0.418925901059493,0.32095371081632,"2m","pos"
0.800739709236898,0.414503751662196,0.471082360670528,0.559153699482763,0.461821333227852,"3m","pos"
0.793812203690239,0.419578870406433,0.475672843586361,0.629872746054639,0.633926360971043,"4m","pos"
0.620243144816194,0.189732465261036,0.6141533539159,0.395785150394061,0.201408818681312,"1m","pos"
0.703954383528896,0.33147872500739,0.526019179457015,0.575194429521851,0.524024783679439,"3m","pos"
0.780419746875901,0.341807286565334,0.419263532696563,0.708999297241421,0.596658175480157,"4m","pos"
0.678319966275664,0.314875287492647,0.470560329370163,0.342836830963176,0.404345801980073,"2m","pos"
0.733519611433619,0.310537027208359,0.455365125371402,0.356178906173468,0.423693563783895,"3m","pos"
0.786348631268735,0.413625371243001,0.407684504784721,0.538334801838325,0.398002169222,"3m","pos"
0.848574168293923,0.259815607002875,0.444754627158474,0.520294448319748,0.231369295799505,"1m","pos"
0.848037685702232,0.453500703522308,0.353094744010147,0.467017710739844,0.43457148460591,"3m","pos"
0.86898226262659,0.412325871371289,0.28408145630385,0.80649419814529,0.546911154564397,"4m","pos"
0.846841737618128,0.32290824800081,0.466258580036761,0.415521744973531,0.381569385920969,"2m","pos"
0.841209328623699,0.376353803727336,0.491567080315325,0.534186184397858,0.407600464825382,"3m","pos"
0.837736222221303,0.405816410605154,0.376420951192167,0.677129234370093,0.52744873546418,"4m","pos"
0.69695544397061,0.31639486887888,0.58599930981734,0.288790314998013,0.266789894446133,"1m","pos"
0.781104016806877,0.305411326771975,0.564191996155137,0.507500205525059,0.425869147948298,"2m","pos"
0.789661548112565,0.519352918974575,0.572470500529933,0.43504595779496,0.512219922929274,"3m","pos"
0.796828714421805,0.382129638572693,0.493034717171074,0.716660793349947,0.533712426223079,"4m","pos"
0.620949378453946,0.22263023485847,0.427939306947217,0.369545454513485,0.268156653677707,"1m","pos"
